,Title,Body,Date,URL
97,"
Taliban Should Take Opportunity for Peace: Ghani
","
President Ashraf Ghani on Thursday, after Eid prayers at the Presidential Place, called on the Taliban to use the opportunity for peace created by the foreign troops leaving the country. 
The prayer ceremony was attended by former president Hamid Karzai, Abdullah Abdullah, the chairman of the High Council for National Reconciliation, the Parliament speaker Mir Rahman Rahmani, Senate speaker Fazl Hadi Muslimyar and a number of other politicians and government officials.
“The Taliban cannot have a better chance than this as the international troops are leaving the country,” Ghani said, adding that “the people's arms are open to them” and end the war.  
“Our people know who is responsible for blasts and suicide attacks,” Ghani said. “We don’t want destruction, we want development.”  
“The international troops' withdrawal from Afghanistan is a great opportunity,” he said. “The new chapter of our cooperation with the international community has started.” 
“Today, the region looks at Afghanistan as an opportunity,” he said. 
“There is political consensus in the country, and the Republic is an umbrella for all,” Ghani said.  
“Let's see the Taliban's intention,” he said, referring to the peace efforts. “All the politicians want an Afghan-owned and Afghan-led peace process.”  
“What is your (Taliban) message, what do you want, why are you destroying the districts?” Ghani said. Show us one district where you have complete control and have built something.”  
He mentioned that the Taliban’s war has costed the nation $1billion. 
He also said that Pakistan's Army Chief Gen. Qamar Javed Bajwa on his visit to Kabul “clearly said that they don’t want an Islamic Emirate” and announced their support to the Republic.  
“Soon you will witness a regional consensus on the Afghan peace process,"" he said, adding that regional support for Afghanistan is increasing. 
""Afghanistan’s peace and stability means peace and stability in the region,” he said. 
In reaction to Taliban leader Mullah Hibatullah Akhundzada’s Eid message, Ghani asked him to study the country's history ""before issuing messages and asking the people to surrender.”  
President Ghani warned of a third wave of COVID-19 and called on the people to follow the health guidance of the Ministry of Public Health during Eid days.  
“The new wave of COVID-19 has started and is spreading. We had a meeting to manage this situation,” Ghani said.  
On Wednesday, the Ministry of Public Health reported 370 new positive cases of COVID-19 out of 908 samples tested in the last 24 hours.   
The ministry also reported 12 deaths and 67 recoveries from COVID-19 in the same period. 
The ministry reported that the cumulative total of known COVID-19 cases is 63,088, the total number of reported deaths is 2,725, and the total number of recoveries is 54,570.
",2021-05-13T12:00:59+0430,https://tolonews.com/afghanistan-172131
98,"
Herat Soldiers, Residents Call for Extension of 3-Day Ceasefire
","
A number of Afghan security and defense forces in Herat, who have spent months on the battlefield and are away from their families, welcome the three-day ceasefire between the Taliban and the government. 
They say it is better for all parties to declare a permanent ceasefire and to resolve their disagreements through negotiations.  
Residents also expressed their wish that the Taliban and the government would not limit the ceasefire to Eid al-Fitr.
Nizamuddin is an army soldier in Herat. He has just returned from fighting elsewhere, and is ensuring the security of Eid days at an outpost. He hopes the 3-day ceasefire between the Taliban and the government becomes a permanent ceasefire. 


 



""It is a pleasure that a 3-day ceasefire is announced by both of the warring parties. We all deserve to have a permanent ceasefire, but the 3-day ceasefire is also good."" 
Nizamuddin is originally from Badakhshan province and he has been fighting in the most insecure provinces in the western parts of the country for the past five months. 
""I have not been on leave for five months and have worked in various divisions in Badghis and Farah provinces, as well as in Shindand district."" 
Sayed Mohammad, another soldier in Herat, said: ""I am very relaxed today as we are having three peaceful days during the Eid festival and I pray to God that there will be an inclusive peace in Afghanistan soon."" 
Residents of Herat celebrated the first day of Eid in peace.


 



Worshipers at Masjid Jamea (Herat’s most famous mosque), after Eid prayers, welcomed a three-day ceasefire between the government and the Taliban but they called for both parties in the conflict to extend the 3-day ceasefire, and ensure a permanent one. 
“We want this ceasefire to stand forever. Previously, the Taliban said they were fighting and launching suicide attacks against Americans, but now, as foreign forces are leaving the country, why should we Afghans kill each other?” said one of Herat’s residents, Abdullah Attayei.
“We call on the leaders of the country to solve the current problems so there would be no more fratricide and destruction in the country,” said Serajuddin Morami, resident of Herat province. 
A large number of Afghan citizens believe that the calm during the 3-day ceasefire is like the calm before a storm.  
These citizens are worried that upon completion of the 3-day ceasefire, fighting, and violence in the country will once again surge and will claim the lives of many innocent Afghans.


 





 



",2021-05-13T15:59:49+0430,https://tolonews.com/afghanistan-172135
99,"
9 Killed in Kandahar, Kunduz on 1st Day of Ceasefire
","
On the first day of Eid-al-Fitr, at the beginning of a 3-day ceasefire between the Taliban and Afghan forces, explosions in Kandahar and Kunduz provinces killed nine people and injured 17.
Two landmines exploded in Kandahar province--one in Panjwai and the other in Maiwand district--killing seven civilians and wounding three others.
A landmine blast, remote-controlled, in the town of Sardawra in the northern province of Kunduz, killed two people, including a child, and injured 14 others, most of them children.
The blast in the city of Kunduz occurred just hours after the Eid prayers.
A Kunduz resident said: “The security forces arrived in the area 40 minutes after the accident occurred, while the Kunduz police headquarters is only 100 meters away from the incident area.”
“A Muslim does never oppress another Muslim in this way. We grow our children in poverty and miserable conditions, but they become victims very easily. If they (perpetrators) are Muslims, they should never commit such an atrocity against children,” said another resident of Kunduz province.
Officials in the Kunduz Provincial Hospital said the injured patients are in a critical state.
“Unfortunately, 16 people, who were injured and martyred in the explosion, were taken to the hospital,” said Fahim Hussainzada, a physician in Kundoz’s provincial hospital.
Meanwhile, in Kandahar province, two roadside mines exploded in Panjwai and Maiwand districts, killing seven civilians and wounding three others.
“At 9:30 a.m. today a landmine exploded on a taxi, carrying civilians, in Panjwai district. The mine was placed by the Taliban,” said Jamal Barakzai, spokesman for the Kandahar police chief.
In the past week, and before the government and the Taliban declared a 3-day ceasefire on Eid al-Fitr, more than a dozen provinces were witnessing heavy clashes between the fighters from the two sides.
Kabul, Kandahar, Helmand, Herat, and Balkh are the provinces that were least secure in the past week.
",2021-05-13T17:40:40+0430,https://tolonews.com/afghanistan-172136
100,"
Dostum Calls for Taliban to End Violence, Focus on Peace
","
Marshal Abdul Rashid Dostum, former vice president and head of the Islamic National Movement of Afghanistan--Junbish-e-Milli--in an address to a gathering in his home province of Jawzjan on Thursday, said the Taliban must stop violence and should bow to the people’s demand for a lasting ceasefire.
“We are Muslims. We should not fight against each other. If we want to fight, we should fight united against those countries that have an eye on our soil,” Dostum said.
In Balkh province, meanwhile, Atta Mohammad Noor, the head of the splinter faction of the Jamiat-e-Islami party, in an address to the residents of the northern province made a similar statement to the Taliban and warned the group that “it would be suppressed” if the opportunity for peace was lost.
“If a real mobilization was made, I am saying here among thousands of people that I promise to take over 50% of areas controlled by Taliban in a blink if there is war-- but I pray that there is no more war,” Noor said.
But another former mujahedeen leader, Juma Khan Hamdard, who is head of the council of the Hizb-e-Islami party, said differences among the country’s political leaders and the “monopolization” of peace affairs by the Presidential Palace have prolonged the stalled peace negotiations with the Taliban.
“The peace negotiations have stalled for the last six months. It is delayed from one day to another day. We have many plans (for peace). We would have achieved peace in two months if we came together around the government and if we had a unified plan,” Hamdard said.
This comes as the US and coalition forces have begun withdrawing from Afghanistan and a much-expected conference on Afghanistan in Turkey has been delayed multiple times over non-participation by the Taliban. Meanwhile, violence has also remained high in the country, especially during Ramadan – April 13 to May 13 – during which the Ministry of Interior Affairs said that more than 250 civilians were killed in Taliban violence across the country.
",2021-05-13T17:57:26+0430,https://tolonews.com/afghanistan-172137
101,"
Foreign Troops Pullout 'Irresponsible' Amid Violence: Hekmatyar
","
Gulbuddin Hekmatyar, the leader of Hizb-e-Islami, called the decision to withdraw foreign troops from Afghanistan ""irresponsible"" as violence escalates, and he warned of another war beginning.
Hekmatyar said that the decision to withdraw foreign troops from Afghanistan was “wrong” ahead of forming of a transitional government. 
“With the withdrawal of the foreign troops it’s clear that another war will begin in the country unless Afghans reach an agreement over a transitional government--as the war, bombings have already increased,” he said.
He also said that there is no reason for the war in Afghanistan, as the foreign troops are withdrawing from the country. 
“There is change in the position and words of the government ... We are also expecting the Taliban think about the situation, and with the withdrawal of the foreign troops, the reason and justification for war is ending,” he said. 
He also wants the preservation of all the structures of the current system, especially the security forces. 
“The system must remain as it is and only the officials must change,” he said, adding: “The security forces and its formation must remain as it is.""
In the meantime, Afghan citizens say that as foreign troops withdraw from Afghanistan, the warring parties must stop the violence. 
“We say yes to peace so the Prophet and God will be pleased with us” said Mohammad Musa Noori, a religious scholar.
Abdul Basir, a resident of Kabul said: “They (government and Taliban) should reach a peace that is for the good of Afghans.” 
On Thursday, President Ashraf Ghani, after Eid payers at the Presidential Place, called on the Taliban to use the opportunity for peace created by the foreign troops leaving the country.  
“The Taliban cannot have a better chance than this as the international troops are leaving the country,” Ghani said, adding that “the people's arms are open to them” and end the war.   
Last month, the US President Joe Biden has announced that US troops will leave the country by September 11.  
“Our people know who is responsible for blasts and suicide attacks,” Ghani said. “We don’t want destruction, we want development.”   
“The international troops' withdrawal from Afghanistan is a great opportunity,” he said. “The new chapter of our cooperation with the international community has started.”  
“Let's see the Taliban's intention,” he said, referring to the peace efforts. “All the politicians want an Afghan-owned and Afghan-led peace process.”  
",2021-05-13T16:47:26+0430,https://tolonews.com/afghanistan-172138
102,"
Afghans Enjoy Peace as Temporary Ceasefire Begins
","
The people of Afghanistan have taken advantage of the 3-day ceasefire for the three days of Eid and are celebrating the festival by going to different parts of the country to sightsee and have fun with friends and families. 
The big cities of the country, especially Kabul, are celebrating the festival during the ceasefire.


 



“We want to have such a peace forever, like the three days of the ceasefire that we are having,” said Najiba Hussaini, a Kabul resident.
Another resident of Kabul, Mohammad Raqib Fayez, said: “These people are tired! They no longer deserve violent behavior, neither from the government nor from the Taliban.”
“We welcome the 3-day ceasefire and hope that it continues for all time,” said Nazifullah, another resident of Kabul.
Many residents in other parts of the country want to spend hours away from violence.


 



Kunduz, which has witnessed wars for many years, is one of these cities.
A group of Kunduz residents, who gathered in a part of the city to celebrate, called on the warring parties to agree to a permanent ceasefire in the country.
“We came here from Imam Sahib district, which witnessed a very fierce fight on the eve of Eid. We came here to enjoy the state of peace and brotherhood, we enjoy it a lot,” said Sayed Hakim, a resident of the Imam Sahib district in Kunduz.
A media activist in Kunduz, Sayed Nesar Jalali, said: “These people have come here to welcome the 3-day ceasefire, we see they are playing music and performing with the rubab, and the kids have started playing together.”
Ghulam Abbas Amiri, who plays the rubab (a musical instrument originating in Afghanistan) for more than 50 years, said: “No matter how many languages there are in Afghanistan, they are all brothers; Now we pray that God brings peace and stability in the country, and unity comes among the entire population of Afghanistan.”
These citizens of the country call on the parties to the conflict to come to an agreement for a permanent ceasefire and an inclusive peace.
",2021-05-13T20:18:11+0430,https://tolonews.com/afghanistan-172140
103,"
12 People, Including Imam, Killed in Blast at Kabul Mosque
","
At least 12 people were killed and 15 more were wounded in an explosion inside a mosque in Shakar Dara district north of Kabul on Friday afternoon, police said in a statement.
The blast happened at Haji Bakhshi Mosque in Qala-e-Murad Bek area in Shakardara district of Kabul during Friday prayer, police said.
Sources said the bomb was placed inside the mosque.
Police said that Mufti Numan, the imam of the mosque, was also killed in the explosion.
No group so far has claimed responsibility for the explosion.
Taliban in a statement denied involvement in the attack.
This comes a day after at least nine people were killed in two blasts in Kunduz and Kandahar provinces.
The blast happens at a time that the Afghan forces and the Taliban are observing a three-day ceasefire during Eid al-Fitr.
",2021-05-14T14:25:13+0430,https://tolonews.com/afghanistan-172152
104,"
US to Tackle Terrorism Threats in Afghanistan after Withdrawal
","
The Pentagon has said that the United States will address the issue of threats emancipating from terrorism in Afghanistan even after the withdrawal of American forces from the country.
David Helvey, Acting Assistant Secretary of Defense for Indo-Pacific Security Affairs, told members of US Congress Committee on Armed Services that the United States was assessing ways to combat terrorist groups in Afghanistan after the withdrawal of the US and coalition forces.
“As part of the inter-agency review of the United States’ policy in Afghanistan, the administration assesses that threat from violent extremist organizations against the United States now emanating from Afghanistan can be addressed without a persistent United States’ military presence in that country,” Helvey said.
“At the same time, we work closely with the Afghan National Defense and Security Forces and with our allies and partners to maintain counterterrorism capabilities in the region sufficient to ensure that Afghanistan cannot again become a safe haven for terrorists,” he added.
But a member of the US House of Representatives said that the Taliban will fight until they take the power by force.
“Since May 1st, Taliban has been crystal clear about their intentions. They have launched a new offensive targeting coalition forces, Afghan soldiers and innocent civilians. On Saturday, the Taliban bombed a girls school in Kabul, killing over 50 people, most of them young girls. Make no mistake, they will fight until they control that country again,” said Mike Rogers, a member of the US House of Representatives.  
Meanwhile, The New York Times has reported that western spy agencies are evaluating and courting regional leaders outside the Afghan government who might be able to provide intelligence about terrorist threats long after US forces withdraw, according to current and former American, European and Afghan officials.
Ahmad Massoud, the son of Afghanistan’s National Hero Ahmad Shah Massoud, is one of the names in the report among new allies for US in the country after the troops withdrawal.
“Among the candidates being considered today for intelligence gathering is the son of Ahmad Shah Massoud, the famed Afghan fighter who led fighters against the Soviets in the 1980s and then against the Taliban as head of the Northern Alliance the following decade. The son — Ahmad Massoud, 32 — has spent the last few years trying to revive the work of his father by assembling a coalition of militias to defend Afghanistan’s north,” wrote the report.
Based on the report, top CIA officials, including William J. Burns, the agency’s director, have acknowledged that they are looking for new ways to collect information in Afghanistan once American forces are withdrawn, and their ability to gather information on terrorist activity is diminished.
Washington is more divided, and some government analysts do not think Massoud would be able to build an effective coalition.
But in the New York Times report it was writthen whether the new allies were aimed to fight the Taliban in the future.
",2021-05-14T18:48:02+0430,https://tolonews.com/afghanistan-172153
105,"
Ghani Seeks Powerful Consensus on Peace as He Meets Politicians
","
In a series of his recent meetings with influential political leaders, President Ashraf Ghani on Friday met with former president Hamid Karzai and Abdullah Abdullah, the head of the High Council of National Reconciliation, as part of efforts to develop national and political consensus around peace.
The country’s political situation, the peace process, strengthening of political consensus and ensuring a just and lasting peace in the country were discussed in the meeting, the Presidential Palace said.
Sources told TOLOnews that the Presidential Palace believes that the creation of the High Council of Government helps to increase meetings and consultations among the country’s political leaders for better management of the peace process after the withdrawal of foreign forces from the country.
“So far, decision has not been made on the name and the authorities of the council,” said Dawa Khan Menapal, a presidential spokesman.
Based on the political agreement signed between Ghani and Abdullah as a result of election deadlock last year, the creation of the High Council of Government was aimed to develop and take major decisions about national issues of the coutnry, however, the president wants the council to have an advisory role rather than a decision-making one.
“Dr. Ashraf Ghani ignores all the recommendations that are raised for reforms, otherwise, the establishment of high council of government leaders where there are presence of influential personalities of Afghanistan for major decision makings on national issues. This also helps to avoid dependence on other local institutions,” said political analyst Abdul Hafiz Mansour.
Sources have said that the council will be comprised of 25 powerful political leaders of Afghanistan.
Sources said that Ghani has reported suggested Fazel Fazly as head of the secretariat of the council. Fazly currently serves as the head of Administrative Office of the President.
“The situation is critical and it could be worse. I want to address the president if he is willing to make a decision on behalf of the entire nation. He will be the winner of the ground,” said Marshal Abdul Rashid Dostum, former vice president.
According to the sources, Ghani has so far met some of the names including Abdullah Abdullah, Hamid Karzai, Gulbuddin Hekmatyar, Abdul Rab Rassoul Sayyaf, Atta Mohammad Noor, Mohammad Mohaqiq, and Mohammad Karim Khalili.
Reports say that Ghani also dispatched his senior aide Mohammad Mohaqiq to talk with Marshal Dostum in Uzbekistan.
",2021-05-14T19:16:46+0430,https://tolonews.com/afghanistan-172154
106,"
Afghanistan: Ceasefire Violations Reported on 2nd Day of Truce
","
Officials on Friday reported ceasefire violations by the Taliban in at least two provinces in which as many as three soldiers were killed and a few more were wounded.
Uruzgan governor Mohammad Omar Shirzad said that the Taliban ""violated"" ceasefire in two places in the province today in which some security force members have been killed and wounded.
“One of the incidents happened in Kandahar-Uruzgan highway in which Taliban opened fire on security forces convoy in which we some were wounded and one was martyred,” he said. “Another attack by Taliban happened on Shaheed Amrullah Base in Tarinkot city, the center of Uruzgan, in which one soldier was martyred and one was wounded.”
Meanwhile, one army soldier was killed and three more were wounded in a roadside bomb blast in Tagab district, Kapisa province, at around 11:30 am on Friday, the provincial police spokesman Shayiq Shorish said.
He said the blast was followed by a gunfight between “army forces and Taliban.”
“These violations have happened in several areas by groups that operate under Taliban command because they do not obey their leader in action and this indicates Taliban’s weakness,” Defense Ministry spokesman Rohullah Ahmadzai said.
A Taliban spokesman Zabihullah Mujahid said that the allegations by the government were baseless.
The ceasefire was started on Thursday and will end on Saturday. Calls have grown on Taliban by the international community, Afghan political leaders and the people to extend the ceasefire after Eid al-Fitr. 
But the first day of ceasefire witnessed two blasts in Kandahar and Kunduz in which nine people were killed.
On Friday, the second day of the ceasefire, at least 12 people were killed and 15 more were wounded in an explosion inside a mosque in Shakar Dara district north of Kabul, according to a statement by Kabul police.
The blast happened at Haji Bakhshi Mosque in Qala-e-Murad Bek area in Shakardara district of Kabul during Friday prayer, police said.
Police said that Mufti Numan, the imam of the mosque, was also killed in the explosion.
No group so far has claimed responsibility for the explosion.
Taliban in a statement denied involvement in the attack. 
Survivors Recall Ordeal
“We were busy in the prayers when the explosion happened,” a survivor Ashiqullah said. “The target was the imam himself.""
“They are the enemies of religious scholars. These infidels do not bear mercy even on the people and the religious scholars,” said Mir Agha, an eyewitness.
“They can destroy Islam through committing such acts,” said Mawlana Abdul Saboor, a religious scholar. 
The incident happened few days after multiple blasts near a girls’ school in western Kabul that left over 80 people dead and 150 more wounded.
Taliban denied involvement in both attacks.
“There were large crowds of Muslims. I was also there in the row. A huge blast occurred and people dispersed around,” said a survivor of the mosque attack.
“The misery of our nation is that we do not know our foe and friends,” said Farid, a Kabul resident.
",2021-05-14T20:32:42+0430,https://tolonews.com/afghanistan-172158
107,"
Ghani, Blinken Discuss Afghan Peace, Recent Attacks
","
The US Secretary of State Antony Blinken on Friday spoke with Afghan President Ashraf Ghani on phone and the two sides discussed the regional efforts to advance the Afghan peace process and the recent waves of violence including the attack on Sayed Al-Shuhada school that killed over 60 students and wounded 150 more.
Secretary Blinken conveyed Eid greetings and expressed his deepest condolences to the families of those lost in recent violence in Afghanistan, including in the horrific attack on a girls’ school in Kabul last week, the US State Department said in a statement.
The statement said “the Secretary conveyed America’s steadfast support for the US-Afghan partnership and for Afghanistan’s security forces.""
the two leaders discussed the importance of national unity in Afghanistan at this time as well as regional efforts to advance the peace process, the statement said.
“We support our partnership and Afghan security forces,” Blinken tweeted after phone call with Ghani.
Meanwhile, negotiators from the Islamic Republic of Afghanistan and the Taliban met in Doha on Friday and discussed the expedition of peace efforts.
The two sides agreed to continue their negotiations after Eid, Taliban spokesman Mohammad Naeem said. 
Abdul Salam Rahimi and Fatima Gailani represented the Islamic Republic of Afghanistan during the talks.
Taliban delegation was chaired by Mullah Abdul Ghani Baradar in the meeting. 
This new development takes place at a time that a temporary ceasefire is in place for the last two days amidst calls for its extension after Eid.
Both the Afghan government and the people as well as the international community have been pressing the Taliban to agree on a long-term ceasefire. The Taliban has not accepted the proposal and instead has come up with some preconditions for it.
Violence Continues
In the latest incidents of violence, at least 12 people were killed and 15 more were wounded in an explosion inside a mosque in Shakar Dara district north of Kabul on Friday afternoon, police said in a statement.
The blast happened at Haji Bakhshi Mosque in Qala-e-Murad Bek area in Shakardara district of Kabul during Friday prayer, police said.
As well as on Thursday, at least nine people were killed in different acts of violence in the country.
“My condolences to the families of the over 20 civilians who were killed in attacks nationwide during this Eid ceasefire. Afghans need a comprehensive ceasefire now,” US Chargé d’Affaires Ross Wilson tweeted.
Officials on Friday reported ceasefire violations by the Taliban in at least two provinces in which as many as three soldiers were killed and a few more were wounded.
Uruzgan governor Mohammad Omar Shirzad said that the Taliban ""violated"" ceasefire in two places in the province today in which some security force members have been killed and wounded.
“One of the incidents happened in Kandahar-Uruzgan highway in which Taliban opened fire on security forces convoy in which we some were wounded and one was martyred,” he said. “Another attack by Taliban happened on Shaheed Amrullah Base in Tarinkot city, the center of Uruzgan, in which one soldier was martyred and one was wounded.”
",2021-05-14T21:54:53+0430,https://tolonews.com/afghanistan-172160
108,"
Ghani Seeks European Allies’ Role to ‘Get Pakistan On Board’
","
As US and coalition forces are withdrawing from the country and the peace talks have stalled amidst a sharp increase in violence, President Ashraf Ghani has emphasized the need for a decision on peace by the region and for Europe’s further role to ""get Pakistan on board.""
Quoted in an interview by Der Spiegel on Friday, President Ghani said Europeans, especially Germany, “can do a lot” in the peace process with the Taliban.
He said that Pakistan as a state has to make an important decision on Afghan peace.
“Clear messages and incentives from Germany will help – and, conversely, they should introduce sanctions if the decision goes in a different direction than hoped,” Ghani said. “As Europeans, you should not see yourself as observers; you are a direct part of these events.”
Asks if a future security agreement between Afghanistan and Pakistan is the key to peace, Ghani said that it is “most certainly an important key” but added that his “goal is the neutrality of Afghanistan.”
“We don't want a new protecting power, and we don't want to be part of regional or international rivalries,” Ghani said as quoted in the interview.
He said peace will primarily be decided upon regionally and that “we are at a crucial moment of rethinking.”
“It is first and foremost a matter of getting Pakistan on board,” Ghani said in the interview. “The US now plays only a minor role. The question of peace or hostility is now in Pakistani hands.”
In response to a question about the influence of the Pakistani government on the Taliban, Ghani said Pakistan operates an organized system of support. 
He said that “the Taliban receive logistics” in Pakistan, “their finances are there, and recruitment is there.” 
He added: “The names of the various decision-making bodies of the Taliban are Quetta Shura, Miramshah Shura and Peshawar Shura – named after the Pakistani cities where they are located. There is a deep relationship with the state.”
His remarks came a day after his meeting with Pakistan army chief Gen. Qamar Javed Bajwa. 
Ghani said that in their meeting, Bajwa clearly assured him “that the restoration of the Emirate or dictatorship by the Taliban is not in anybody’s interest in the region, especially Pakistan.” 
But Ghani said that Bajwa told him that “some of the lower levels in the [Pakistani] army still hold the opposite opinion in certain cases.”
President Ghani said that in any case, “Western diplomacy should stop coddling” the Taliban. 
He said that the Taliban made the environment for recent attacks, including the attack on Kabul school, and that the group has not cut its ties with al-Qaida.
About his efforts to build consensus around peace and to form a state council, Ghani said he is making his utmost efforts to form the country and that the peace process is a fundamental scenario.
“Once the Taliban realize that they cannot overthrow the government, they will need to come to peace as the dominant scenario,” he added.
Ghani expressed his concerns about the possibility of a civil war in the country as a result of the full withdrawal of foreign troops from the country but reiterated that “it doesn’t have to come to that.”
Ghani on Friday met Abdullah Abdullah, the head of the High Council of National Reconciliation, and former president Hamid Karzai as part of efforts to develop national and political consensus around peace.
The country’s political situation, the peace process, strengthening of political consensus and ensuring a just and lasting peace in the country were discussed in the meeting, the Presidential Palace said.
Sources said the Presidential Palace believes that the creation of the state council will help to increase meetings and consultations among the country’s political leaders for better management of the peace process after the withdrawal of foreign forces from the country.
",2021-05-15T11:56:40+0430,https://tolonews.com/afghanistan-172166
109,"
Taliban Splinter Group’s Deputy Died after Sustaining Wounds
","
Mullah Mannan Niazi, the deputy leader of a splinter group of Taliban led by Mullah Rasul, who sustained injuries in a clash in Herat last week, has died, a source from Herat, who wished not to be named, said.
The fighting happened on May 12 in Guzara district in the western province of Herat after several attackers targeted the area where he lived, the source. 
The source said that “Mullah Manan got injuries on his head and was under treatment at Herat’s regional hospital.”
He was in a coma after the clash. Three of his men were killed and four others were wounded in the clash, the source. 
No other group has claimed responsibility for the attack.
",2021-05-15T12:17:21+0430,https://tolonews.com/afghanistan-172167
110,"
Afghans Call for Peace as Eid Ceasefire Nears to End
","
Afghans across the country on Saturday said that despite some incidents of violence, the majority of the people managed to celebrate Eid in relative calm in the last three days due to reciprocal ceasefire between the Taliban and the Afghan government.
Many of the youths during these days flocked to the picnic points to spend their time together with friends and families.
Videos on social media show that some people in Taliban-influenced areas also flocked to picnic sites to spend their time in a peaceful environment.
“People are happy. We are tired of explosions and suicide attacks,” said Tamim, a Kabul resident.
“We spend the three days of Eid in a happy way, we want peace, we want an end to war,” said a resident in Kabul Ahmad Fawad.
“Three days of ceasefire will not heal our pain. There should be a permanent ceasefire and peace,” said Juma Khan, a resident of Kabul.
The Defense Ministry said the Taliban has violated the ceasefire in at least 10 provinces in the last three days.
Rohullah Ahmadzai, a spokesman for the Ministry of Defense, said that at least 40 people were killed and wounded in scattered Taliban attacks in various regions of the country.
Taliban has denied the allegations as baseless.
",2021-05-15T19:01:02+0430,https://tolonews.com/afghanistan-172173
111,"
Ceasefire to End at Midnight amid Reports of Scattered Violence
","
A three-day Eid ceasefire between the Afghan government and the Taliban is coming to an end at midnight on Saturday amid reports of heavy fighting between the Afghan security forces and the Taliban in some parts of the country.
Political leaders said that Taliban attacks during the Eid truce are raising serious questions on the modality of the government’s peace-oriented policy with the group.
“It will be good news if there is a permanent ceasefire in the country. All barriers in the way of ceasefire should be removed and people should be given the power,” said Sayed Akbar Agha, a former Taliban commander.
“The incidents that happened raises the question that who did all these? We have said this in the past that there are several militant groups here and the government needs to tackle them all,” said Sayed Ishaq Gailani, chairman of the National Solidarity Movement of Afghanistan.
The Afghan government has been insisting that the Taliban should agree on a permanent truce as it makes the fundamental aspiration of the Afghan people.
“Permanent ceasefire is the fundamental demand of the Afghan people and the government,” said Dawa Khan Menapal, head of the Government’s Media and Information Center. “The Taliban’s war does not have legitimacy.”
“We are fully prepared to defend the Afghan people within the framework of a comprehensive working plan and foil any possible attack and evil planning of the enemies after the ceasefire,” said Rohullah Ahmadzai, spokesman for the Ministry of Defense.
This comes weeks after several attacks rocked Afghanistan including last week’s car bombing in front of Sayed Al-Shuhada school in the west of Kabul that killed over 80 students and wounded 150 more and a recent attack on a guest house packed with students in Logar.
The Afghan government blames the Taliban for both attacks. But the Taliban has denied any involvement.
On Friday, a heavy explosion happened at a mosque in Shakar Dara district north of Kabul in which 12 civilians, including the imam of the mosque, were killed and at least 15 more were wounded.
The Ministry of Defense (MoD) said Saturday that at least 40 people were killed and wounded in separate Taliban attacks in nearly 10 provinces despite a previous commitment by the group to halt fighting during the three days of Eid ceasefire.
Taliban has rejected the allegations and has blamed the government for not honoring its ceasefire commitments.
According to the data gathered by TOLOnews, Baghlan, Faryab, Takhar, Badakhshan, Kunduz, Balkh, Logar, Kapisa, Farah, Herat, Laghman, Maidan Wardak, Kapisa, Uruzgan and Helmand witnessed fighting between the government forces and the Taliban.
In the latest incident of violence, one police force member and two civilians were wounded in an explosion in Sarubi district in Kabul on Saturday morning. 
",2021-05-15T19:14:36+0430,https://tolonews.com/afghanistan-172174
112,"
MoD: Taliban’s Ceasefire Violations Caused Civilian Casualties
","
The Ministry of Defense (MoD) said Saturday that at least 40 people were killed and wounded in separate Taliban attacks in nearly 10 provinces despite a previous commitment by the group to halt fighting during the three days of Eid ceasefire. 
“Mullah Hibatullah (Taliban’s supreme leader) has no authority on all factions of the group and his loyalists are not abiding by his orders."" Defense Ministry spokesman Rohullah Ahmadzai said. ""The Taliban violated the ceasefire in several areas and provinces and it caused casualties among civilians and military personnel.""
Taliban has rejected the allegations and has blamed the government for not honoring its ceasefire commitments. 
During the three days of Eid, violence reported in Kandahar, Ghazni, Kunduz, Herat, Farah, Uruzgan, Kapisa, Helmand and Maidan Wardak provinces. 
“Taliban are not committed to the ceasefire. The group does not follow any other path except shedding the blood of the innocent people,” said Abdul Sattar Hussaini, a member of the Afghan parliament. 
According to the data gathered by TOLOnews, Baghlan, Faryab, Takhar, Badakhshan, Kunduz, Balkh, Logar, Kapisa, Farah, Herat, Laghman, Maidan Wardak, Kapisa, Uruzgan, and Helmand witnessed fighting between the government forces and the Taliban. 
In the latest incident of violence, one police force member and two civilians were wounded in an explosion in Sarubi district in Kabul on Saturday morning. 
A police vehicle was targeted by the blast. 
Meanwhile, Badghis governor Hissamuddin Shams said “heavy attacks” by the Taliban in the province. 
“Today, we had supply activities in Jawand district. Taliban were planning to attack our helicopter. Fortunately, their plan was foiled and six of them were eliminated,” said Shams. 
Taliban has said that those mines that were detonated during the ceasefire were planted before Eid days.
",2021-05-15T18:35:15+0430,https://tolonews.com/afghanistan-172175
