,Title,Text,,Date_time,Title_KeyWord_match,Text_district_match
259,"'43 People Killed by Taliban' in Ghazni, Residents Claim | TOLOnews","Residents of Malistan district in the central province of Ghazni claim that the Taliban shot and killed 43 civilians and security force members after the group attacked the district earlier this month. Similar occurrences have been reported in other areas as well.
Among those killed were two young men whose father said they were killed while leaving the area with their families and that they were not government employees or security force members.
“Taliban fighters after entering Malistan district committed war crimes and killed civilians who were not involved in the fighting. They attacked people’s homes and after looting their property, they burned residential houses,” said Mina Naderi, a civil society activist from Ghazni who read a joint statement from Malistan residents at a press conference in Kabul on Sunday.
“In the center of Malistan district, they (Taliban) also destroyed and looted shops,” she added.
The Taliban has rejected the claim by the residents.
Some of the displaced people who are in Kabul claimed that they have lost their family members in Taliban attacks, while others said their homes were damaged and destroyed in the fighting, forcing them to leave their areas.
Haji Nadir, caretaker of a 16-member family, said his sons Ramazan, 29, and Ishaq, 31, were killed by the Taliban 10 days ago when they were trying to leave the district with their families following an increase in fighting in the area.
“Who martyred the 40 civilians? Which stronghold were they in?” Nadir asked.
The two slain young men left behind five children who are now in Kabul. Figures show that at least 3,000 people have been displaced from Malistan district in the last 10 days following the Taliban attack. The eldest of the children is seven years old.
The spouses of the two young men said the Taliban blindfolded their husbands in front of their children, took them near a mosque in the area and then “opened fire on them.”
“They were taken out and were taken a bit far (from their home) and were martyred,” said Zulaikha, Ramazan Ali’s wife.
“We were on our way when we were stopped by the Taliban. The two were taken (Taliban) and both were killed,” said Jamal, Ishaq Ali’s wife.
Malistan’s displaced residents also claimed that Taliban fighters collected food from homes in the district and issued an announcement saying that going forward they will treat people, especially women, based on the “Islamic emirate” rules.
",,2021-07-25T19:18:48+0430,['taliban'],"['ghazni', 'ghazni', 'malistan', 'malistan', 'kabul', 'kabul']"
24,Violence Grips Several Provinces as Afghans Mourn Blast in Kabul | TOLOnews,"In a latest incident of violence, at least 27 security force members were killed in Ghazni city in the past two days.
Lawmakers from Ghazni said that three government check posts have fallen to the Taliban in the past few days.
Local officials in Baghlan said that hundreds of people have taken up arms to fight the Taliban.
“We have launched an operation code-named Pamir 302 which is aimed to suppressing and repelling the plans by the (enemy),” said Gen. Abbas Tawakoli, the deputy commander of 209 Shaheen Army Corps.
“We are not in the defensive position, we are on thevoffensive mode. There have been massive progress in Baghlan and Ghazni since yesterday,” Afghan Chief of Army Staff Gen. Yasin Zia said.
Alongside Ghazni city, Khawja Omari, Jaghato, Waghaz and Khogyani districts have also faced deadly battles in the past days.
“The people are ready to fight alongside their security forces,” said Faraidoon, the commander of public uprising force in Baghlan.
“Fighting has escalated significantly. Currently, clashes are underway there and many families are under siege,” said Abdul Manan, a resident of Arezo village in Ghazni.
“If sufficient equipment and resources are not sent to Ghazni, if there are no airstrikes and commando operations, I fear that Ghazni city will collapse,” said MP Arif Rahmani.
But, the Afghan Ministry of Defense said that offensive operations have been launched to eliminate Taliban in areas under their control.
Both parties the Afghan government and the Taliban have claimed of inflicting devastating toll on each other.
Reports say that civilians have also been killed during these clashes.
The Defense Ministry said that at least 250 Taliban fighters were killed in at least seven provinces in the last 24 hours. 
At least three blasts happened near Sayed-ul-Shuhada High School in west of Kabul on Saturday afternoon, the Ministry of Interior confirmed.
According to the Ministry of Interior, at least 30 people were killed and 52 more were wounded in the blasts.
",,2021-05-08T21:09:03+0430,['province'],"['ghazni', 'ghazni', 'waghaz', 'khogyani', 'ghazni', 'ghazni', 'kabul']"
1,"Army Outpost Attacked in Ghazni, 30 Soldiers Missing: Sources | TOLOnews","Taliban attack an outpost of the Afghan National Army in the city of Ghazni on Friday night that led to hours of heavy clashes between the two sides, a provincial council member Khaliqdad Akbari said.
The outpost has fallen to the Taliban, he said, adding that the clashes continued until Saturday morning.
Meanwhile, a source from Ghazni said that at least 30 army soldiers are missing following the clashes. The source said the soldiers were stationed at the outpost. 
Taliban has not commented on the attack.
Violence remains high in the country despite efforts to move the peace process forward amidst the announcement of the withdrawal of foreign forces from Afghanistan. 
Sources on Friday said that an average of 11 to 49 soldiers and civilians have been killed in Taliban attacks in Afghanistan on a daily basis following the announcement of the withdrawal of US troops from the country on April 14.
According to statistics provided by sources, 226 Afghan civilians and military personnel have been killed in Taliban attacks in 24 provinces since April 15. 
Of the figure, 69 are civilians and 157 are security force members.
",,2021-05-01T11:07:00+0430,['attack'],"['ghazni', 'ghazni']"
31,Arguments Erupt in Parliament Over Kabul School Attack | TOLOnews,"Afghan parliament’s Monday session was disrupted following verbal clashes between MPs over Saturday's deadly attack on the Kabul school, with some lawmakers calling it a genocide, while others characterized it as the killing of Afghans.
The attack left over 60 people killed, all teenage students, and over 150 wounded.
Some lawmakers meanwhile called for the removal of security heads. They said that the government should ensure the safety of the people instead of mourning such incidents.
“When the intelligence agency and other relevant organizations are so unaware, then what is the logic behind their existence?” said Shahgul Rezaee, an MP from Ghazni.
Some lawmakers said that the security agencies, particularly the intelligence apparatus, have failed to protect the people against such incidents.
“Genocide has occurred in one particular area in the last five years. This has no past in Afghanistan’s history,” said Arif Rahmani, an MP from Ghazni.
“Anyone in the parliament who supports this crime, he will be part of the killers of Afghan people,” said Ghulam Husain Naseri, an MP from Kabul.
But some lawmakers said that any attack of this kind is aimed at the killing of Afghans and that such attacks are not genocide.
“We condemn it in the strongest terms. These are terms that are repeated often by government officials, but the public is tired of such repeated sentences,” said Gul Ahmad Kamin, an MP from Kandahar.
The differences were fueled when Logar MP Shahpoor Hassanzoi accused some of his colleagues who called the attack a genocide of spying for other countries.
Referring to such statements, Hassanzoi said: “This is backed by Iran. It has its own agents at the Wolesi Jirga here.”
“They have just buried their children because of a cruel act by terrorists. Instead of condolences, they are increasing their pain,” said Qayum Sajjadi, an MP from Ghazni.
However, the parliament speaker Mir Rahman Rahmani said that the country’s enemies want to disrupt unity among the people by conducting such heinous attacks.
“The anti-knowledge and anti-education created a tragedy by attacking the children and the Sayed-ul-Shuhada school in this holy month,” Rahmani said.
“All Afghans condemn this attack,” said Naeem Wardak, an MP from Maidan Wardak. 
",,2021-05-10T17:32:21+0430,['attack'],"['ghazni', 'kabul', 'kandahar', 'ghazni']"
46,MoD: Taliban’s Ceasefire Violations Caused Civilian Casualties | TOLOnews,"The Ministry of Defense (MoD) said Saturday that at least 40 people were killed and wounded in separate Taliban attacks in nearly 10 provinces despite a previous commitment by the group to halt fighting during the three days of Eid ceasefire. 
“Mullah Hibatullah (Taliban’s supreme leader) has no authority on all factions of the group and his loyalists are not abiding by his orders."" Defense Ministry spokesman Rohullah Ahmadzai said. ""The Taliban violated the ceasefire in several areas and provinces and it caused casualties among civilians and military personnel.""
Taliban has rejected the allegations and has blamed the government for not honoring its ceasefire commitments. 
During the three days of Eid, violence reported in Kandahar, Ghazni, Kunduz, Herat, Farah, Uruzgan, Kapisa, Helmand and Maidan Wardak provinces. 
“Taliban are not committed to the ceasefire. The group does not follow any other path except shedding the blood of the innocent people,” said Abdul Sattar Hussaini, a member of the Afghan parliament. 
According to the data gathered by TOLOnews, Baghlan, Faryab, Takhar, Badakhshan, Kunduz, Balkh, Logar, Kapisa, Farah, Herat, Laghman, Maidan Wardak, Kapisa, Uruzgan, and Helmand witnessed fighting between the government forces and the Taliban. 
In the latest incident of violence, one police force member and two civilians were wounded in an explosion in Sarubi district in Kabul on Saturday morning. 
A police vehicle was targeted by the blast. 
Meanwhile, Badghis governor Hissamuddin Shams said “heavy attacks” by the Taliban in the province. 
“Today, we had supply activities in Jawand district. Taliban were planning to attack our helicopter. Fortunately, their plan was foiled and six of them were eliminated,” said Shams. 
Taliban has said that those mines that were detonated during the ceasefire were planted before Eid days.
",,2021-05-15T18:35:15+0430,['taliban'],"['ghazni', 'kunduz', 'farah', 'balkh', 'farah', 'kabul']"
239,Defense Minister Mohammadi: Taliban Will Not Succeed By Force | TOLOnews,"Amid an unprecedented increase in the level of violence in the country, the acting minister of defense, Gen. Bismillah Mohammadi, warned that he will not allow the Taliban to impose their goals on the people by continuing their military campaign.
Mohammadi said that the support of the people, as evidenced by the joining up of public uprising forces with Afghan forces, has boosted the morale of the security forces and in some cases decreased the threat level.
“Today’s war and our legitimate defense are to ensure peace and stability and to end the suffering of our people,” Mohammadi said. “The Taliban will not succeed if they try to impose their goals on the people through force.”
The government said that the centers of Dara-e-Sof district in Samangan and Garmsir in Helmand have been retaken by ANDSF forces, while sources reported that Malistan district in Ghazni, Nijrab in Kapisa and Dehraood in Uruzgan have fallen to the Taliban in the last 24 hours.
The city of Taluqan in northeastern Afghanistan once again witnessed attacks by the Taliban on Sunday evening, according to officials. The attacks, officials said, were pushed back by security forces and public uprising forces.
In a recent clash in Takhar, the police chief of the province sustained injuries and is being treated in Kabul, according to officials.
“The situation in Takhar is not good. Clashes are underway. We call on both sides to agree to a ceasefire,” said Fahim Ibrahimi, a Takhar resident.
“I am on the frontlines. We will defend the city of Taluqan with the support of the Afghan forces,” said Malik Ahmad Tatar, a commander of the public uprising forces.
Besides Taluqan, the centers of Kandahar, Helmand, Ghazni, Faryab, Kunduz and Laghman provinces are also witnessing clashes between government forces and Taliban.
“The public uprising forces should be supported. There should be changes in appointments of leaders that were based on relations. Those who are effective should be deployed. This can prevent collapse,” said Khan Agha Rezaee, head of the internal security commission of the Parliament.
The Defense Ministry said that efforts are underway to clear areas from the Taliban that have recently fallen to the group.
“They should make public the reason why Nijrab collapsed: There were enough troops to protect the district,” said Hashmatullah Ishaq Zada, head of Kapisa's civil society association.
“The security forces, public uprising forces and the army succeeded in clearing the Taliban out of Dara-e-Sof district,” said Abdul Munir Rahimi, spokesman for the Samangan police.
The Defense Ministry says that at least 230 Taliban were killed in Afghan forces operations in various parts of the country in the last 24 hours. The Taliban has rejected the claim. 
",,2021-07-19T17:23:29+0430,['taliban'],"['ghazni', 'taluqan', 'taluqan', 'ghazni', 'kunduz', 'nijrab']"
210,Taliban Attack on Ghazni City Pushed Back: Police | TOLOnews,"Taliban attacks on several security outposts in Ghazni city were pushed back on Sunday morning, the provincial police office said in a statement.
The Taliban attacked security outposts in PD3, PD6, PD1 and PD5 in the early hours of Sunday morning, the statement said, adding “the Taliban faced a response from the joint security forces, and their attacks were pushed back.”
In the statement, Fazel Ahmad, the provincial police chief, assured the people that the security sources will defend the city.
“The Taliban escaped from the areas after the arrival of the reinforcements. Several Taliban were killed and wounded in the clashes,” the statement said.
The statement did not provide details about possible security force casualties in the clashes.
In the meantime, Gen. Shir Mohammad Andewal, a military commander in Ghazni, pledged that the security forces will “bravely"" defend the city.
The Taliban has not yet commented on the attacks.
",,2021-07-11T12:34:19+0430,"['taliban', 'attack']",['ghazni']
207,Ismail Khan Mobilizes Hundreds in Herat to Crush Taliban | TOLOnews,"Mohammad Ismail Khan, a former mujahideen leader and a senior member of Jamiat-e-Islami party, has mobilized hundreds of his loyalists in Herat province in the west of Afghanistan to fight the Taliban as the group continues to capture large swaths of territories across the country.
Taliban has come closer to the city of Herat after taking over many districts in the province, including two key border towns.
“We will reorganize the war fronts. We will save the city of Herat from those who have the order to plunder the city. We will not let them to change their dreams for plundering Herat into reality. We will not allow them to cast an evil eye towards the honor and dignity of our people,” said Ismail Khan.
Ismail Khan also pledged that after maintaining security around Herat city, the military efforts will be focused on recapturing other districts of the province from the Taliban including the other territories that have fallen to the group in.west zone.
“Soon you will witness the presence of public uprising forces in various parts of the city and in the districts of Herat. We will move towards other areas of the western zone after fixing turbulences in Herat city,” added Ismail Khan.
Over the past 24 hours, the Taliban has captured eight districts in Herat province including Islam Qala  and Torghundi border towns.
Karkh, Kohsan, Gulran, Kashk-e-Kohna, Robat Sangi, Shindand, Adraskam and Pashtun Zarghoon are among the districts that were fallen to the Taliban in the past 24 hours.
“We will never allow the Taliban to enter into the city of Herat. We assure the people to prevent the infiltration of the Taliban into the city,” said Feroz Ahmad Azizi, a Herat resident.
“The Taliban will see a worse treatment from the public. If they insisted on fighting, we will take weapons, if they offer the hand of friendship, we will show similar gesture,” said Abdul Latif, a Herat resident.
Local officials in Herat said that from the total number of 19 districts in Herat, only Guzra and Injil districts are currently connected to the city of Herat.
",,2021-07-09T19:47:12+0430,['taliban'],"['gulran', 'shindand']"
38,'Tactical Retreat' Preceded Fall of Nerkh District: Officials | TOLOnews," Following reports about the fall of Nerkh district of Maidan Wardak province to the Taliban, Afghan security officials said that the security forces made a ""tactical retreat"" from the district.
Maidan Wardak's governor said that the security forces retreated from the district as part of a ""conspiracy,"" without further elaborating. He said the district is currently under Taliban control.
However, the Afghan Ministry of Defense (MoD) has rejected any kind of ""conspiracy"" and said that reinforcements have been sent to recapture the district from the Taliban.
“Regrettably, the Taliban took over the district last night because of a conspiracy, the security forces then made a tactical retreat, the district building has sustained damages,” said Abdul Rahman Tariq, the governor of Maidan Wardak.
The Taliban meanwhile released footage and claimed that their fighters have taken Nerkh from the government forces.
The Taliban also claimed to have killed many soldiers and taken dozens more hostage.
“Unfortunately, the situation is not stable even in the city, if this situation continues we will face a tragedy,” said MP Abdul Rahman Wardak.
Nerkh district is only 30 kilometers away from Kabul.
“If the security forces do not capture the district, Sayedabad district will also face serious threats,” said Amir Mohammad Malikzai, the district governor of Sayedabad.
""The landmines planted along the way by the enemy and their use of civilian's homes slowed our operations,” said Rohullah Ahmadzai, a spokesman for the Ministry of Defense.
“(Losing) a district is a big issue, even if a check post falls for a day, then we will have a very serious situation in the next two or three months and it will be very difficult to compensate it,” said MP Karim Atal.
Meanwhile, Mullah Mannan Niazi, the deputy leader of a splinter group of the Taliban led by Mullah Rasul, was wounded in a clash in western Herat province on Tuesday evening, sources said. 
“Last night Mullah Abdul Manan Niazi was hit by three bullets in the head during a battle, three of his colleagues were killed,” said Herat governor Sayed Wahid Qatali.
Local officials have not commented on the report.
The clash occurred around 10 pm local time in Guzara district in Herat after several attackers targeted the area where he lived, the sources said, adding that “he got injuries on his head and is under treatment at Herat’s regional hospital.”
Over the past two weeks, violence has significantly increased in Herat, Farah, Badghis, Helmand, Kandahar, Zabul, Logar, Balkh, Kunduz, Baghlan and Maidan Wardak provinces.
The Ministry of Interior Affairs said on Tuesday that 15 suicide attacks and dozens of other attacks have been carried out “by the Taliban” since the start of Ramadan on April 13.
The ministry said that 500 more civilians were wounded in the attacks during this period.
The Interior Ministry said that the Taliban were responsible for 200 blasts and 15 suicide bombings during Ramadan.
The Taliban has denied the government’s claims that the group has a big hand in civilian deaths.
The first day of Ramadan on April 13 witnessed clashes between Afghan security forces and the Taliban, in which eight civilians were killed and 21 more were wounded.
",,2021-05-12T22:14:01+0430,"['fall', 'district']","['guzara', 'farah', 'kandahar', 'balkh', 'kunduz']"
36,Deputy Leader of Taliban Splinter Group Wounded in Herat | TOLOnews,"Mullah Mannan Niazi, the deputy leader of a splinter group of Taliban led by Mullah Rasul, was wounded in a clash in western Herat province on Tuesday evening, sources said.  
Local officials have not commented on the report.
The clash happened at around 10 pm local time in Guzara district in Herat after several attackers targeted the area where he lived, the sources said, adding that “he got injuries on his head and is under treatment at Herat’s regional hospital.”
“Mullah Niazi is in coma and three of his men were killed and four others were wounded in the clash,” according to a source. 
No other group has claimed for the attack. 
",,2021-05-12T10:33:10+0430,['taliban'],['guzara']
59,Center of District in Maidan Wardak Falls to Taliban: MP | TOLOnews,"The district governor’s compound in Jalrez district in Maidan Wardak and the police headquarters have fallen to the Taliban after heavy attacks by the group for the last three days, an MP from the province, Mahdi Rasikh, said on Friday.
Rasikh said that some members of the government forces were captured by the Taliban after their attack on the district.
He said that the district remained under siege by the Taliban for the last two years.
Rasikh said that at least seven security force members were killed in the Taliban attack on the district, adding that some soldiers are missing.
He reiterated that ""no action was taken by the central government to help the district"" during heavy fighting in the last three days.
Taliban has claimed that they have captured Jalrez district.
Jalrez is located in the west of Maidan Wardak province. It lies 62 kilometers southwest of Kabul.
The Ministry of Defense in a statement said an operation has started by Afghan forces to clear Jalrez district of militants.
The ministry said that at least 10 militants were killed in Afghan forces airstrike in the district and that the operation will continue until Jalrez is fully cleared of Taliban.
This is the second district in Maidan Wardak that falls to the Taliban in less than two weeks.
On Thursday, Dawlat Shah district in Laghman was captured by the Taliban, according to lawmakers from the province, but the Defense Ministry said that the security forces made a tactical retreat in the district.
Violence has remained high in the country despite peace efforts. The Afghan forces and the Taliban observed a three-day ceasefire from May 12 to May 15, but a day after the truce ended, the Defense Ministry reported clashes in 18 provinces.
",,2021-05-21T12:22:13+0430,"['district', 'fall', 'taliban']","['jalrez', 'jalrez', 'kabul', 'jalrez']"
88,7 Soldiers Killed in Taliban Attack in Badghis: Source | TOLOnews,"A security outpost in Jawand district in the northwestern province of Badghis fell to the Taliban following their attack on Thursday night, a security official who wished not to be named said.
Seven Afghan Army personnel were killed in the attack, the official said.
The official added that the Taliban has also feared casualties in the attack, but the exact number is not clear so far.
Meanwhile, Mirza Ali Bidaar, the district governor of Qadis in Badghis, said that four Taliban fighters were killed during clashes in Qadis Thursday evening. 
The district governor said that one security force member was also killed in the attack.
",,2021-06-05T13:04:45+0430,"['taliban', 'attack']","['jawand', 'qadis']"
137,Clashes Reach Gates of Faryab's Capital in Northern Afghanistan | TOLOnews,"With the centers of many districts in Faryab now under Taliban control, clashes have begun in the city of Maimana in the northern province, increasing the alarm of Faryab residents and lawmakers from the province in Kabul, who say that urgent action by the security forces is needed.
 Along with fighting in the center of Faryab, the centers of 11 districts have fallen to the Taliban over the last 24 hours. The districts include Chal, Namak Ab, Yangi Qala, Khwaja Ghar and Hazar Samooch districts in Takhar, the Dara-e-Soof-e-Bala district in Samangan, Chahar Bolak district in Balkh, Khashrod District in Nimroz, Manjigak and Khanaqah districts in Jawzjan and Kharwar district in Logar. 
Faryab lawmakers said the province needs urgent attention to push back the Taliban attacks from the center of Faryab. 
The newly appointed acting defense minister Gen. Bismillah Mohammadi called on the people to stand with security forces and that the government will provide facilities and equipment. 
The city of Maimana looked empty on Sunday morning following intensified clashes that inched closer to the center of the northern town.  
“The people have been dispersed everywhere. Those who could have fled to villages,” said Darwish, a Faryab resident. 
“The conflict has reached the gates and the outskirts of the city. The Taliban has reached the gates of the city,” said Mirwais, a Faryab resident. 
Faryab residents warned that the city will fall to the Taliban if action is not taken to push back the militants. 
“The government and the security and defense forces should take urgent action to save the Maimana city residents from this situation because it is on the verge of collapse,” said Shafiqa Sakha Yulchi, an MP from Farah. 
The situation has been fragile in the northeastern province of Takhar over the last two weeks. Eight districts of the province, including Chal, Baharak, Ishkamish, Namak Ab, Yangi Qala, Khwaja Ghar and Hazar Samooch, have either fallen to the Taliban or have been evacuated by security forces within a week's time.
“The war management is weak because they are not keeping one commander two months in one assignment. They are deployed from one place to another and from that place to still another. All the time passes during these reshuffles,” said Amir Mohammad Khaksar, an MP from Takhar. 
Sar-e-Pul, Takhar and Faryab provinces in the north, Ghazni province in the center and Farah province in the west have lost the most territory to the Taliban over the last two months.
“If the Taliban chooses violence, continues fighting and bloodshed, they should realize that they will not achieve their evil end and will take it to the grave,” said Bismillah Mohammadi, the acting defense minister.
Meanwhile, a government forces supply convoy was attacked by the Taliban on the Kabul-Gardez highway in Logar province, causing many vehicles to be damaged, according to local sources. 
",,2021-06-20T20:34:17+0430,['capital'],"['kabul', 'balkh', 'baharak', 'farah']"
44,"Ghani, Blinken Discuss Afghan Peace, Recent Attacks | TOLOnews","The US Secretary of State Antony Blinken on Friday spoke with Afghan President Ashraf Ghani on phone and the two sides discussed the regional efforts to advance the Afghan peace process and the recent waves of violence including the attack on Sayed Al-Shuhada school that killed over 60 students and wounded 150 more.
Secretary Blinken conveyed Eid greetings and expressed his deepest condolences to the families of those lost in recent violence in Afghanistan, including in the horrific attack on a girls’ school in Kabul last week, the US State Department said in a statement.
The statement said “the Secretary conveyed America’s steadfast support for the US-Afghan partnership and for Afghanistan’s security forces.""
the two leaders discussed the importance of national unity in Afghanistan at this time as well as regional efforts to advance the peace process, the statement said.
“We support our partnership and Afghan security forces,” Blinken tweeted after phone call with Ghani.
Meanwhile, negotiators from the Islamic Republic of Afghanistan and the Taliban met in Doha on Friday and discussed the expedition of peace efforts.
The two sides agreed to continue their negotiations after Eid, Taliban spokesman Mohammad Naeem said. 
Abdul Salam Rahimi and Fatima Gailani represented the Islamic Republic of Afghanistan during the talks.
Taliban delegation was chaired by Mullah Abdul Ghani Baradar in the meeting. 
This new development takes place at a time that a temporary ceasefire is in place for the last two days amidst calls for its extension after Eid.
Both the Afghan government and the people as well as the international community have been pressing the Taliban to agree on a long-term ceasefire. The Taliban has not accepted the proposal and instead has come up with some preconditions for it.
Violence Continues
In the latest incidents of violence, at least 12 people were killed and 15 more were wounded in an explosion inside a mosque in Shakar Dara district north of Kabul on Friday afternoon, police said in a statement.
The blast happened at Haji Bakhshi Mosque in Qala-e-Murad Bek area in Shakardara district of Kabul during Friday prayer, police said.
As well as on Thursday, at least nine people were killed in different acts of violence in the country.
“My condolences to the families of the over 20 civilians who were killed in attacks nationwide during this Eid ceasefire. Afghans need a comprehensive ceasefire now,” US Chargé d’Affaires Ross Wilson tweeted.
Officials on Friday reported ceasefire violations by the Taliban in at least two provinces in which as many as three soldiers were killed and a few more were wounded.
Uruzgan governor Mohammad Omar Shirzad said that the Taliban ""violated"" ceasefire in two places in the province today in which some security force members have been killed and wounded.
“One of the incidents happened in Kandahar-Uruzgan highway in which Taliban opened fire on security forces convoy in which we some were wounded and one was martyred,” he said. “Another attack by Taliban happened on Shaheed Amrullah Base in Tarinkot city, the center of Uruzgan, in which one soldier was martyred and one was wounded.”
",,2021-05-14T21:54:53+0430,['attack'],"['kabul', 'dara', 'kabul', 'shakardara', 'kabul']"
336,"NATO Allies Meet on Afghanistan, Criticize Taliban Violence | TOLOnews","NATO allies met on Friday in the North Atlantic Council to consult on the situation in Afghanistan, the alliance said in a statement, vowing support to the Afghan government and criticizing Taliban attacks “on Afghan civilians.” 
“We continue to assess the developments on the ground, and we are in constant contact with the Afghan authorities and the rest of the international community,” NATO said. 
“Our aim remains to support the Afghan government and security forces,” NATO chief Jens Stoltenberg said. “We maintain our diplomatic presence in Kabul and the security of our personnel is paramount.” 
The statement added that NATO allies are deeply concerned about the high levels of violence caused by the Taliban’s offensive, including attacks on civilians, targeted killings, and reports of other serious human rights abuses.  
“The Taliban need to understand that they will not be recognized by the international community if they take the country by force.  We remain committed to supporting a political solution to the conflict,” the statement said. 
This comes as Taliban continues its offensives on Afghanistan’s major cities. 
 Over the last week, Taliban seized centers of at least 17 provinces, including Nimroz, Farah, Ghor, Badghis, Herat, and Ghazni. 
",,2021-08-13T20:39:25+0430,['taliban'],"['kabul', 'farah', 'ghazni']"
28,"Afghans Condemn 'Cowardly', 'Inhuman' School Attack | TOLOnews","Afghans from various parts of the country condemned in strong terms the deadly bombings on Saturday near a girls’ school in the west of Kabul, calling it a 'cowardly' and 'inhuman' act and said they will never forgive the perpetrators.
The attack that happened during the last days of Ramadhan sparked a strong reaction from Afghans who have suffered from war for the last four decades.
“Even an infidel will not do this,” said Mohammad Ali, a Kabul resident.
“I am not sure what was the logic. They are the most illogical people on earth,” said Khalilullah Shankar, a Kabul resident.
Residents of other provinces also condemned the attack and called it a cruel act.
“Children and students have been killed. It is a big tragedy,” said Zahirullah Zahir, a resident of Nangarhar.
“How long will this violence continue? It has continued for 20 years,” said Fazl Ahmad Ataee, a resident of Herat.
Religious scholars said the killing of Muslims, particularly children, is against all principles and teachings of Islam, and reiterated that the perpetrators’ place will be in hell.
“The Almighty Allah says in the Quran that anyone who kills a person deliberately, he will be in hell forever,” said Zabihullah Atiq, a member of the religious scholars’ council in Badakhshan.
“Islam is a religion of kindness and forgiveness. The attack that happened yesterday and other attacks in which civilians are killed--Islam sees it as crime and violence,” said Abdul Qadir Qanet, head of the religious council of Kabul.
Some lawmakers meanwhile called the attack inhuman and blamed the government for failing to prevent such incidents.
“The government should act responsibly to defend its citizens,” said Qayum Sajjadi, an MP from Ghazni. “Our people cannot see failures and inefficiencies of the security agencies anymore.”
Politicians said the attack showed the cruelness of the attackers who did not show mercy, even for children.
“The killers stained Kabul with blood. They martyred our innocent children,” said Fazl Hadi Muslimyar, speaker of the Senate.
“It is evident that terrorists always do terror,” said Anarkali Hunaryar, a senator.
“I call on the international community to please have mercy on Afghans' situation and make efforts,” said Fawzia Sadat Samkanai, a Senator.
The car bomb attack that happened near Sayed-ul-Shuhada school in the west of Kabul on Saturday was followed by two IED blasts and killed 63 people while wounding over 150 others.
",,2021-05-09T19:07:22+0430,['attack'],"['kabul', 'kabul', 'ghazni', 'kabul']"
343,"Kabul City Quiet, Residents Apprehensive First Day Under Taliban | TOLOnews","The city of Kabul noticeably changed during its first day under the rule of the Taliban.
The majority of shops, businesses, government institutions and offices were closed.
Traffic was sparse, but some residents traveled in private cars.
The public presence of women was noticeably reduced, with no large gatherings of women in the city, which would have been common on other days.
Speaking to TOLOnews, a number of residents said that the government institutions must reopen as soon as possible so that the people can carry on with their affairs.
Some Afghans expressed concern over the presence of illegal armed groups in the city. Some residents pledged to avoid leaving their homes.
Deh Afghanan is the main area in the city of Kabul and is usually very crowded, but on Monday it was quiet.
“There are serious concerns there, the situation is very different, lets see what happens next,” said Ghulam Dastagir, a resident in Kabul.
However, the Taliban spokesman said that the situation in Kabul will return to normal soon.
“The government institutions should reopen as soon as possible, people need services,” said a resident in Kabul Ehsanul Haq.
“Today four thieves under the name of Taliban stole the city,” said a resident named Tawab.
“One case of flour was sold for around 1700 Afs, but now it is sold for 2100 Afs,” said Kabul resident Aminullah.
“I have no money for car rent,” said Islamuddin, a Kabul resident.
“Our desire is that peace should prevail, we want peace,” said Jawed, a street vendor in Kabul.
The Taliban brought down Afghanistan’s largest flag from Wazir Akbar Khan hill in Kabul.
",,2021-08-16T21:08:21+0430,['taliban'],"['kabul', 'kabul', 'kabul', 'kabul', 'kabul', 'kabul', 'kabul']"
341,Taliban Says It Will Not Enter Kabul by Force | TOLOnews,"Amid uncertainty in Kabul and fears that the city will collapse, the Taliban in a statement on Sunday said it will not enter the city of Kabul by force. 
The group said that talks are underway with the other side to negotiate entering Kabul in a way to prevent harm to the people. 
The Taliban ordered its members to wait near the Kabul gates and not try to enter the city. 
The Taliban said the government will be responsible for the security of Kabul until ""the transition process"" is done 
Taliban said it is not seeking revenge and that all civilian and military officials will remain safe. 
Acting Interior Minister Abdul Sattar Mirzakwal said Kabul will not be attacked and that the transition will happen peacefully.  
He assured Kabul residents that security forces will ensure the security of the city. 
Meanwhile, on Sunday former President Hamid Karzai met with Abdullah Abdullah, head of the reconciliation council, Karzai’s office said.  
In the meeting, they discussed the necessary requirements to send an authoritative delegation to Qatar for negotiations with the Taliban. 
President Ghani and political leaders on Saturday agreed to appoint an authoritative delegation to negotiate further steps in the transition with the Taliban. 
",,2021-08-15T13:58:17+0430,['taliban'],"['kabul', 'kabul', 'kabul', 'kabul', 'kabul', 'kabul']"
